书名,图片,评论数,推荐量,作者,出版社,售价,原价,折扣,电子书价格,详情页,more
面纱,http://img3m3.ddimg.cn/19/1/25306003-1_l_6.jpg,30737.0,99.9%,（英）毛姆著 ; 田伟华译著  知书达礼 出品,开明出版社,¥25.80,¥49.80,5.2折,¥18.00,http://product.dangdang.com/25306003.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""文学"", ""名家作品""]]}"
莫泊桑短篇小说集,http://img3m6.ddimg.cn/19/3/25280956-1_l_6.jpg,40585.0,100%,（法）莫泊桑著、 庄非译  知书达礼 出品,黑龙江科学技术出版社,¥25.80,¥49.80,5.2折,¥18.00,http://product.dangdang.com/25280956.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""外国小说"", ""法国""]]}"
笔杆子修炼36堂课：公文写作精进之道,http://img3m3.ddimg.cn/44/34/29458583-1_l_2.jpg,1657.0,99.9%,薛贵辉,清华大学出版社,¥49.50,¥99.00,5.0折,,http://product.dangdang.com/29458583.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""社会科学"", ""语言文字"", ""公文写作""]]}"
当下的力量（白金版）埃克哈特?托利经典之作，我们这个时代具有影响力的心灵经典！畅销书作家张德芬导读推荐！,http://img3m4.ddimg.cn/61/8/29390884-1_l_5.jpg,10375.0,100%,[德]埃克哈特・托利 著；曹植 译,中信出版社,¥44.20,¥59.00,7.5折,,http://product.dangdang.com/29390884.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""成功/励志"", ""心灵与修养"", ""心灵/感悟""]]}"
东野圭吾：虚无的十字架（罗翔推荐！上市首周登顶Oricon排行榜！《白夜行》式危险关系，《恶意》式强烈反转）,http://img3m2.ddimg.cn/13/29/29378362-1_l_9.jpg,110406.0,99.9%,东野圭吾  著 ，新经典  出品,南海出版公司,¥29.50,¥59.00,5.0折,¥35.40,http://product.dangdang.com/29378362.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""侦探/悬疑/推理小说""]]}"
杨绛传,http://img3m2.ddimg.cn/84/4/29375562-1_l_7.jpg,1584.0,99.9%,央北,北方文艺出版社,¥31.70,¥46.00,6.9折,,http://product.dangdang.com/29375562.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""传记"", ""女性人物""]]}"
这么好玩的物理 我是学霸 给孩子的物理启蒙科普绘本,http://img3m3.ddimg.cn/42/25/29335623-1_l_14.jpg,104889.0,100%,项华,北京联合出版有限公司,¥21.80,¥52.00,4.2折,,http://product.dangdang.com/29335623.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""科普/百科"", ""科普""], [""图书"", ""童书"", ""7-10岁"", ""科普/百科""]]}"
笔杆子是怎样炼成的：公文写作实战,http://img3m2.ddimg.cn/13/21/29273422-1_l_6.jpg,18598.0,100%,李永新,清华大学出版社,¥39.50,¥79.00,5.0折,¥55.30,http://product.dangdang.com/29273422.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""社会科学"", ""语言文字"", ""公文写作""]]}"
郑渊洁四大名传（全4册，含《罐头小人》电影情节）,http://img3m0.ddimg.cn/89/4/29212910-1_l_2.jpg,303756.0,99.4%,郑渊洁,浙江少年儿童出版社,¥48.70,¥116.00,4.2折,,http://product.dangdang.com/29212910.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""中国儿童文学"", ""童话故事""], [""图书"", ""童书"", ""7-10岁"", ""文学""], [""图书"", ""童书"", ""经典必读""]]}"
冯唐成事心法（冯唐20年实战经验首次倾囊相授一本成事、持续成事、持续成大事的实践指南）,http://img3m4.ddimg.cn/29/7/29161964-1_l_19.jpg,144791.0,99.9%,冯唐,北京联合出版有限公司,¥42.90,¥78.00,5.5折,¥36.98,http://product.dangdang.com/29161964.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""管理"", ""一般管理学"", ""管理学""]]}"
《杀破狼：全三册》：未知苦处，不信神佛――畅销书作家Priest口碑代表作！,http://img3m4.ddimg.cn/26/17/29143844-1_l_11.jpg,17730.0,99.9%,"Priest 著,博集天卷 出品",湖南文艺出版社,¥67.30,¥149.40,4.5折,,http://product.dangdang.com/29143844.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""青春文学"", ""仙侠玄幻青春文学""]]}"
苏东坡新传 全新增订版（全两册）,http://img3m7.ddimg.cn/90/17/29121237-1_l_40.jpg,38768.0,99.9%,"李一冰     ,  后浪  出品",四川人民出版社,¥83.60,¥168.00,5.0折,¥29.99,http://product.dangdang.com/29121237.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""传记"", ""历史人物""]]}"
苏东坡传：青少插图版,http://img3m4.ddimg.cn/17/24/28522214-1_l_27.jpg,758048.0,100%,林语堂 著；小博集 出品；,湖南少年儿童出版社,¥24.00,¥48.00,5.0折,,http://product.dangdang.com/28522214.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""中国儿童文学"", ""经典名著少儿版""], [""图书"", ""童书"", ""11-14岁"", ""文学""], [""图书"", ""童书"", ""开学必备""]]}"
掌控习惯（台版译名《原子习惯》，屡次获奖的现象级畅销书，得到&吴晓波倾力推荐）,http://img3m8.ddimg.cn/68/15/27885398-1_l_17.jpg,119071.0,100%,【美】詹姆斯・克利尔（James Clear）著  迩东晨 译,北京联合出版有限公司,¥27.60,¥56.00,4.9折,¥4.00,http://product.dangdang.com/27885398.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""管理"", ""一般管理学"", ""管理学""]]}"
瓦尔登湖（2019版）（央视朗读者第二期朗读书目，清华大学校长邱勇推荐书目。翻译家李继宏作12822字导读）【果麦经典】,http://img3m6.ddimg.cn/21/2/27855156-1_l_35.jpg,70171.0,99.8%,亨利・戴维・梭罗，译者 李继宏，果麦文化 出品,天津人民出版社,¥24.90,¥49.90,5.0折,¥7.99,http://product.dangdang.com/27855156.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""文学"", ""外国随笔""]]}"
原生家庭:如何修补自己的性格缺陷,http://img3m1.ddimg.cn/57/25/25287231-1_l_13.jpg,156958.0,100%,（美）苏珊・福沃德 著，阳光博客 出品,北京时代华文书局,¥29.50,¥58.00,5.1折,¥3.99,http://product.dangdang.com/25287231.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""心理学"", ""心灵疗愈""]]}"
简・爱(《语文》推荐阅读丛书 人民文学出版社),http://img3m0.ddimg.cn/90/9/25283700-1_l_8.jpg,95158.0,100%,（英国）夏洛蒂・勃朗特,人民文学出版社,¥21.00,¥45.00,4.7折,¥23.00,http://product.dangdang.com/25283700.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""中小学用书"", ""初中阅读"", ""语文阅读""]]}"
观山海  “百鬼画师”杉泽绝美诠释山海经,http://img3m5.ddimg.cn/9/8/25278075-1_l_30.jpg,264459.0,99.9%,"杉泽 著,博集天卷 出品",湖南文艺出版社,¥75.60,¥168.00,4.5折,¥17.99,http://product.dangdang.com/25278075.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""文化"", ""传统文化"", ""其他""]]}"
月亮的味道（精装）,http://img3m9.ddimg.cn/34/23/25176229-1_l_4.jpg,361774.0,99.8%,麦克格雷涅茨 著,二十一世纪出版社,¥15.40,¥35.00,4.4折,,http://product.dangdang.com/25176229.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""绘本/图画书"", ""精装图画书"", ""欧美""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""], [""图书"", ""童书"", ""亲子共读""]]}"
带上她的眼睛 （“雨果奖”得主刘慈欣短篇合集I）,http://img3m3.ddimg.cn/80/30/23725133-1_l_27.jpg,37488.0,100%,刘慈欣　著，科幻世界出品,四川科技出版社,¥17.00,¥34.00,5.0折,,http://product.dangdang.com/23725133.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""科幻小说""], [""图书"", ""小说"", ""中国当代小说""]]}"
阿勒泰的角落（李娟成名作四色典藏版）,http://img3m8.ddimg.cn/22/15/23312938-1_l_10.jpg,140830.0,99.8%,李娟 著，新经典 出品,新星出版社,¥24.80,¥36.00,6.9折,¥5.99,http://product.dangdang.com/23312938.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""文学"", ""中国现当代随笔""]]}"
邓小平时代,http://img3m2.ddimg.cn/82/34/22923532-1_l_16.jpg,167940.0,99.6%,(美) 傅高义著,生活.读书.新知三联书店,¥66.00,¥88.00,7.5折,,http://product.dangdang.com/22923532.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""政治/军事"", ""政治"", ""中国政治""]]}"
雪洞: 一位妙龄少女在喜马拉雅山上的悟道历程（探索心灵的震撼之书 超越极限的修行之路）,http://img3m5.ddimg.cn/25/13/20868235-1_l_5.jpg,13884.0,99.8%,（英）麦肯基　著，莲心　译,南方出版社,¥14.90,¥29.80,5.0折,,http://product.dangdang.com/20868235.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""传记"", ""宗教人物""]]}"
资治通鉴少年简读版(套装全4册）附赠音频，扫码畅听！四册盒装，精华简读；史家打造，全彩插图！,http://img3m0.ddimg.cn/28/4/27868330-1_l_8.jpg,109390.0,99.9%,何孝荣 侯振龙,青岛出版社,¥65.00,¥156.00,4.2折,,http://product.dangdang.com/27868330.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""中国儿童文学"", ""经典名著少儿版""], [""图书"", ""童书"", ""11-14岁"", ""文学""], [""图书"", ""童书"", ""历史故事""]]}"
度阴山讲菜根谭（心浮气躁就读《菜根谭》，杂念一消万事可成！《知行合一王阳明》作者度阴山翻译解读！读两页就恢复心平气和）,http://img3m5.ddimg.cn/54/3/29457405-1_l_4.jpg,6125.0,100%,度阴山；读客文化 出品,江苏凤凰文艺出版社,¥24.90,¥49.90,5.0折,¥49.90,http://product.dangdang.com/29457405.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""哲学/宗教"", ""哲学"", ""哲学与人生""]]}"
快乐读书吧四年级下册 十万个为什么 细菌世界历险记:灰尘的旅行 穿过地平线:看看我们的地球 爷爷的爷爷哪里来:人类起源的演化过程 小学推荐阅读套装4册 全彩有声,http://img3m0.ddimg.cn/24/0/28520340-1_l_28.jpg,12165.0,99.9%,（苏联）米 伊林，高士其，李四光等,商务印书馆,¥55.10,¥110.20,5.0折,,http://product.dangdang.com/28520340.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""中小学用书"", ""小学阅读"", ""快乐读书吧""]]}"
地球的故事 快乐读书吧 四年级下册推荐阅读(中小学生课外阅读指导丛书)无障碍阅读 7万多名读者热评！,http://img3m9.ddimg.cn/54/20/26440479-1_l_38.jpg,107756.0,100%,（美）房龙,南方出版社,¥7.70,¥22.80,3.4折,,http://product.dangdang.com/26440479.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""中小学用书"", ""小学阅读"", ""快乐读书吧""]]}"
中国味道：刻在胃里的思念,http://img3m8.ddimg.cn/85/35/29476048-1_l_14.jpg,783.0,100%,丘濂、黑麦等,生活.读书.新知三联书店,¥49.00,¥98.00,5.0折,,http://product.dangdang.com/29476048.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""文化"", ""民俗文化""]]}"
中国历代政治得失,http://img3m0.ddimg.cn/41/29/29450660-1_l_9.jpg,,0%,钱穆 著，理想国 出品,海南出版社,¥28.00,¥48.00,5.8折,,http://product.dangdang.com/29450660.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""历史"", ""专业史""]]}"
杨绛传：你心从容，自当优雅（完整展现杨绛105年曼妙的人生风景，特别附录《杨绛生平大事记》，再现“贤妻才女”的生命历程）,http://img3m3.ddimg.cn/45/10/29443833-1_l_9.jpg,1420.0,100%,凉月满天 著 著，麦书房出品，有容书邦 发行,甘肃人民出版社,¥22.50,¥45.00,5.0折,,http://product.dangdang.com/29443833.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""传记"", ""女性人物""]]}"
越过内心那座山：12个普遍心理问题的自我疗愈,http://img3m8.ddimg.cn/97/31/29398048-1_l_11.jpg,4240.0,100%,[美]伊迪斯・伊娃・埃格尔       巴别塔出品,新华出版社,¥29.00,¥58.00,5.0折,¥25.59,http://product.dangdang.com/29398048.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""心理学"", ""心灵疗愈""]]}"
人生很短，我决定活得有趣,http://img3m4.ddimg.cn/95/31/29391314-1_l_29.jpg,3405.0,100%,李冰,华中科技大学出版社,¥28.40,¥39.80,7.1折,¥19.90,http://product.dangdang.com/29391314.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""成功/励志"", ""人生哲学"", ""生活哲学""]]}"
非暴力沟通实践篇（畅销修订版）随书附赠“非暴力沟通实践手册”,http://img3m6.ddimg.cn/0/25/29373696-1_l_13.jpg,95270.0,99.9%,（美）马歇尔 卢森堡Marshall B.Rosenberg 凤凰含章出品,江苏人民出版社,¥19.20,¥48.00,4.0折,,http://product.dangdang.com/29373696.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""成功/励志"", ""人际交往"", ""沟通艺术""]]}"
这世界很烦，但你要很可爱 专享版（只要你可爱，这个世界也会变得可爱）,http://img3m3.ddimg.cn/21/19/29347383-1_l_6.jpg,94437.0,100%,杨红 著,水利水电出版社,¥23.00,¥46.00,5.0折,¥17.90,http://product.dangdang.com/29347383.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""成功/励志"", ""人生哲学"", ""人生智慧""]]}"
孙子兵法（明嘉靖三十五年谈恺本，全本全译全注。《武经七书》一本全收，政商界精英书）,http://img3m5.ddimg.cn/47/9/29322065-1_l_3.jpg,5806.0,100%,[春秋]孙武，创美工厂出品,中国友谊出版公司,¥19.90,¥39.80,5.0折,¥10.50,http://product.dangdang.com/29322065.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""古籍"", ""古籍整理"", ""今注今译/全注全译""]]}"
