书名,图片,评论数,推荐量,作者,出版日期,出版社,售价,原价,折扣,电子书价格,详情页,keys,cates,desc
封神演义幼儿美绘本,http://img3m3.ddimg.cn/0/20/29386863-1_l_7.jpg,7665.0,100%,［明］许仲琳 著，吕进 吴越 改编，厚绘有期 绘，海豚传媒 出品,2022-03-31,新世纪出版社,¥83.10,¥199.00,4.2折,,http://product.dangdang.com/29386863.html,"[""开 本：24开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：9787558331503""]","[[""图书"", ""童书"", ""幼儿启蒙"", ""国学启蒙""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""]]",3～8岁儿童量身打造的经典名著启蒙读物！600余幅诙谐漫画风的精美插图，52款夸张角色预告、30组封神问答、10大脑力大挑战、大字注音、伴读音频，让孩子从小亲近、爱上中国古典名著。（海豚传媒出品）  
课文作家作品系列 荷叶圆圆 一年级下册 胡木仁著（语文教材配套、教材编者选编、名家经典阅读、课文作家面对面）人民教育出版社 团购电话:4001066666转6,http://img3m6.ddimg.cn/61/33/29211496-1_l_9.jpg,21496.0,100%,胡木仁 著，王林 主编,2021-02-01,人民教育出版社,¥17.90,¥21.00,8.5折,,http://product.dangdang.com/29211496.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787107357077""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""课外阅读""]]",☆延伸阅读，精选与课文相关的文章  ☆全文注音，彩色插图  
早起的奇迹,http://img3m7.ddimg.cn/52/36/25229707-1_l_25.jpg,69460.0,100%,[美]哈尔・埃尔罗德（Hal Elrod）；易伊 译；中资海派  出品,2018-02-01,广东人民出版社,¥19.90,¥39.80,5.0折,,http://product.dangdang.com/25229707.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787218123943""]","[[""图书"", ""成功/励志"", ""成功/激励"", ""激励""]]",当当网“年度品质好书”；“十点读书”导师刘轩推荐；长踞亚马逊成长类图书榜首，8年畅销90多个国家，已被译成37种语言；《富爸爸穷爸爸》作者枕边书；独创6分钟早起计划，帮助数百万读者成为高效“晨型人”  
原则：桥水创始人瑞达利欧作品，半个金融圈、投资界、管理层都在读，比尔・盖茨、张瑞敏、吴晓波、罗辑思维等倾情推荐！,http://img3m9.ddimg.cn/21/7/25204629-1_l_23.jpg,345063.0,100%,[美]瑞・达利欧（Ray Dalio）,2018-01-01,中信出版社,¥49.00,¥98.00,5.0折,¥39.99,http://product.dangdang.com/25204629.html,"[""开 本：32开"", ""纸 张：纯质纸"", ""包 装：精装"", ""是否套装：否"", ""国际标准书号ISBN：9787508684031""]","[[""图书"", ""管理"", ""一般管理学"", ""管理学""]]",华尔街投资人、桥水公司创始人雷·达里奥白手起家40多年的生活与工作原则；比尔·盖茨、张瑞敏、潘石屹、万维钢，吴晓波、傅盛、罗辑思维等倾情推荐；中国金融投资圈诸多高管期盼多年终得上市中文版。  
国际大奖小说--蓝色的海豚岛,http://img3m4.ddimg.cn/64/31/29429794-1_l_6.jpg,2208.0,100%,[美]斯・奥台尔,2022-07-01,新蕾出版社,¥15.30,¥26.00,5.9折,,http://product.dangdang.com/29429794.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787530749951""]","[[""图书"", ""童书"", ""外国儿童文学"", ""成长/校园小说""], [""图书"", ""童书"", ""7-10岁"", ""文学""]]",纽伯瑞儿童文学奖金奖；国际安徒生奖；威廉·艾伦·怀特儿童文学奖；一部情节跌宕的“少女版”《鲁滨孙漂流记》；畅销全球，仅美国本土销量即600多万册！  
中国古代文化常识 （插图修订第4版）,http://img3m6.ddimg.cn/51/28/23590266-1_l_32.jpg,156372.0,99.7%,王力 主编   后浪,2014-11-01,北京联合出版公司,¥30.00,¥60.00,5.0折,¥12.99,http://product.dangdang.com/23590266.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787550232822""]","[[""图书"", ""文化"", ""传统文化"", ""古代礼制与文化""]]",  
数字的秘密生活：最有趣的50个数学故事,http://img3m9.ddimg.cn/0/14/23179959-1_l_3.jpg,55373.0,100%,乔治・G.斯皮罗 著，郭婷玮 译,2013-01-01,上海科技教育出版社,¥10.90,¥22.00,5.0折,,http://product.dangdang.com/23179959.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787542855213""]","[[""图书"", ""科普读物"", ""科学世界"", ""数学""]]",大开眼界的数学丛书 过年不打烊，科技好书五折封顶 
理想国（商务印书馆汉译名著权威全译本，精装典藏版）,http://img3m8.ddimg.cn/49/13/28989328-1_l_4.jpg,145625.0,100%,柏拉图 著；郭斌和 张竹明 译,2020-06-01,商务印书馆,¥34.00,¥68.00,5.0折,,http://product.dangdang.com/28989328.html,"[""开 本：128开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787100186438""]","[[""图书"", ""哲学/宗教"", ""哲学"", ""经典作品及研究""]]","由郭斌和、张竹明合作的希腊原文直译本, 具高度准确性。柏拉图代表作，《理想国》是柏拉图的一篇重要对话录，涉及柏拉图思想体系的各个方面，包括哲学、伦理、教育、文艺、政治等内容。  "
乌丢丢的奇遇：小学生课外阅读经典作品，曹文轩推荐/金波作品精选,http://img3m7.ddimg.cn/51/5/25576107-1_l_20.jpg,35165.0,100%,金波,2018-09-01,江苏少年儿童出版社,¥10.50,¥24.00,4.4折,,http://product.dangdang.com/25576107.html,"[""开 本：32开"", ""纸 张：轻型纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787534654381""]","[[""图书"", ""童书"", ""中国儿童文学"", ""幻想小说""], [""图书"", ""童书"", ""7-10岁"", ""文学""], [""图书"", ""童书"", ""经典必读""]]",金波儿童文学经典代表，畅销18年，大奖无数。中小学课外阅读经典，国家新闻出版总署向全国青少年推荐的优秀图书。  
沟通的方法（畅销60万册 得到CEO脱不花为你准备的沟通心法，助你职场一路开挂。现在加入沟通的无限游戏吧）,http://img3m9.ddimg.cn/81/16/29251809-1_l_47.jpg,138717.0,100%,脱不花 著，得到图书 出品,2021-06-11,新星出版社,¥37.90,¥69.00,5.5折,,http://product.dangdang.com/29251809.html,"[""开 本：32开"", ""纸 张：纯质纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787513344708""]","[[""图书"", ""成功/励志"", ""人际交往"", ""沟通艺术""]]",团购电话:4001066666转6。30000+同学“亲测，好用”的沟通手册，自我提升/员工培训/亲友赠送的理想选择。全方位覆盖职场沟通场景，给你切实可行的解决方案。罗振宇作序，马东、杨天真等推荐。  
天蓝色的彼岸（赠书签）,http://img3m0.ddimg.cn/52/28/26483740-1_l_12.jpg,317252.0,99.7%,[英]亚历克斯・希勒/著；吕良忠/译     禹田文化  出品,2019-03-01,北京联合出版有限公司,¥22.00,¥35.00,6.3折,,http://product.dangdang.com/26483740.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787559628435""]","[[""图书"", ""童书"", ""外国儿童文学"", ""成长/校园小说""], [""图书"", ""童书"", ""11-14岁"", ""文学""], [""图书"", ""童书"", ""开学必备""]]",如果可以，请好好说再见！儿童生命教育的经典范本。被联合国教科文组织赞誉为“21世纪伟大的生命寓言”。马伯庸、梅子涵、安妮宝贝、周国平感动推荐。全球畅销逾一千万。（禹田文化出品）  
王一梅童书・短篇注音童话――书本里的蚂蚁,http://img3m2.ddimg.cn/47/3/23763512-1_l_1.jpg,59619.0,99.9%,王一梅,2015-09-01,新蕾出版社,¥10.00,¥20.00,5.0折,,http://product.dangdang.com/23763512.html,"[""开 本：24开"", ""纸 张：胶版纸"", ""包 装：平装"", ""是否套装：否"", ""国际标准书号ISBN：9787530762875""]","[[""图书"", ""童书"", ""中国儿童文学"", ""童话故事""], [""图书"", ""童书"", ""3-6岁"", ""文学""], [""图书"", ""童书"", ""拼音读物""]]",王一梅经典短篇童话大合集，适合小学低年级学生阅读的有趣的童话，体会到关爱的奇迹、相伴的温馨、奉献的快乐和宽容的力量。  
长安客（张颂文推荐，大唐版《人类群星闪耀时》，李白、杜甫、王维、白居易、元稹、柳宗元、刘禹锡、李商隐，八位诗人的命运特写）,http://img3m6.ddimg.cn/23/28/28558256-1_l_29.jpg,128423.0,100%,北溟鱼，果麦文化 出品,2020-05-01,天津人民出版社,¥22.50,¥45.00,5.0折,¥19.99,http://product.dangdang.com/28558256.html,"[""开 本：32开"", ""纸 张：轻型纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787201153988""]","[[""图书"", ""传记"", ""历史人物""]]",他们是诗国闪耀的群星，他们是长安城里忧伤的年轻人。创造微博700万超级阅读量，当年长安城里的诗人，也和我们一样年轻又迷茫。果麦出品  
白鹿原（全书含陈忠实代表作白鹿原+信任+蚕儿+霞光灿烂的早晨，央视《读书》两次推荐版本。）,http://img3m3.ddimg.cn/0/6/26913843-1_l_23.jpg,161750.0,99.9%,陈忠实,2019-03-28,作家出版社,¥28.40,¥39.80,7.1折,,http://product.dangdang.com/26913843.html,"[""开 本：32开"", ""纸 张：轻型纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787506394314""]","[[""图书"", ""小说"", ""中国当代小说""]]",陈忠实经典代表作：白鹿原、信任、蚕儿、霞光灿烂的早晨  
终身成长：重新定义成功的思维模式,http://img3m2.ddimg.cn/23/30/25166912-1_l_36.jpg,318286.0,100%,[美]卡罗尔・德韦克（Carol Dweck) ， 译者：楚�t楠   后浪,2017-11-01,江西人民出版社,¥24.90,¥49.80,5.0折,¥19.99,http://product.dangdang.com/25166912.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787210096528""]","[[""图书"", ""心理学"", ""心理百科""]]",樊登。比尔·盖茨撰文推荐，颠覆传统成功学观点，影响美国校园教育的创新理念。国内销量突破100万！  
朱自清散文精选（中小学生课外阅读指导丛书）无障碍阅读 彩插励志版,http://img3m7.ddimg.cn/24/32/29266107-1_l_12.jpg,70466.0,100%,朱自清,2021-06-01,时代文艺出版社,¥9.30,¥20.80,4.5折,,http://product.dangdang.com/29266107.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787538768695""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""课外阅读""]]",  
茶花女 世界名著典藏,http://img3m8.ddimg.cn/68/8/23645228-1_l_12.jpg,68815.0,99.9%,（法）小仲马　著，李玉民　译 万亭文化 出品,2015-01-01,中央编译出版社,¥8.00,¥16.00,5.0折,,http://product.dangdang.com/23645228.html,"[""开 本：大32开"", ""纸 张：轻型纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787511724717"", ""丛书名：世界名著典藏""]","[[""图书"", ""小说"", ""世界名著"", ""欧洲""]]",名家全译本  首都师范大学教授、著名翻译家李玉民权威译作  国际大师插图，依据法国出版界传奇“伽利玛出版社”底本译出。  
资治通鉴少年简读版(套装全4册）附赠音频，扫码畅听！四册盒装，精华简读；史家打造，全彩插图！,http://img3m0.ddimg.cn/28/4/27868330-1_l_8.jpg,109390.0,99.9%,何孝荣 侯振龙,2019-05-01,青岛出版社,¥65.00,¥156.00,4.2折,,http://product.dangdang.com/27868330.html,"[""开 本：16开"", ""纸 张：轻型纸"", ""包 装：精装"", ""是否套装：是"", ""国际标准书号ISBN：9787555282402""]","[[""图书"", ""童书"", ""中国儿童文学"", ""经典名著少儿版""], [""图书"", ""童书"", ""11-14岁"", ""文学""], [""图书"", ""童书"", ""历史故事""]]",200多精彩故事+500多全彩插图+1362年风雨沧桑，南开大学历史学何孝荣教授与众多史学专家倾力打造！节选翻译，经典原文，饱览风云，汲取智慧，鉴往知来，成就少年智囊！探索历史真相，提振中华自信！  
基督山伯爵（智慧尽在其中！全三册一字未删完整版！）（读客经典文库）,http://img3m9.ddimg.cn/1/32/25346179-1_l_22.jpg,67464.0,99.9%,(法)大仲马 著；周克希 译；读客文化 出品,2018-09-18,江苏凤凰文艺出版社,¥67.50,¥168.00,4.0折,¥9.99,http://product.dangdang.com/25346179.html,"[""开 本：32开"", ""纸 张：轻型纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：9787559427427""]","[[""图书"", ""小说"", ""世界名著"", ""欧洲""], [""图书"", ""中小学用书"", ""中小学阅读"", ""语文阅读""]]",太好看了！很多读者看过8遍！读一页就上瘾！余华不吃不喝不睡，疯了般读完《基督山伯爵》！马尔克斯说如果只让他推荐一本小说，他推荐《基督山伯爵》！法语翻译家周克希经典译本，全新修订！读客熊猫君出品  
朱自清散文精选（《语文》推荐阅读丛书）人民文学出版社,http://img3m3.ddimg.cn/38/13/25267313-1_l_7.jpg,38917.0,100%,朱自清,2018-04-01,人民文学出版社,¥9.00,¥18.00,5.0折,¥9.00,http://product.dangdang.com/25267313.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787020137916""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""语文阅读""]]",朱自清散文精选（《语文》推荐阅读丛书）人民文学出版社  
有钱人和你想的不一样（2020版，教会你有钱人和穷人不一样的17种思考方式和行为）,http://img3m0.ddimg.cn/70/14/29118940-1_l_9.jpg,146906.0,99.9%,"哈维・艾克 著,博集天卷 出品",2017-06-01,湖南文艺出版社,¥20.30,¥45.00,4.5折,,http://product.dangdang.com/29118940.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787540477745""]","[[""图书"", ""投资理财"", ""理财技巧""]]","打破穷人思维，开启财富之门！全球销售突破2,000,000本！连续畅销十年，逆袭人生，“长投学堂”推荐，财富进阶上位宝典。17个财富档案助力财商教育，帮你改变以往的思维模式！  "
绝叫（罗翔、，某瓣年度推理TOP.I现象级真神作，8.9分几十万读者动情好评，女性生存困境样本文学，《一个贫穷的年轻人》同系列好书）,http://img3m7.ddimg.cn/77/26/28992227-1_l_28.jpg,88872.0,99.9%,叶真中显 著 林佩瑾 译 联合读创 出品,2020-07-01,北京联合出版有限公司,¥29.00,¥58.00,5.0折,¥9.99,http://product.dangdang.com/28992227.html,"[""开 本：32开"", ""纸 张：纯质纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787559641182""]","[[""图书"", ""小说"", ""侦探/悬疑/推理小说""]]",止庵、独木舟、柏邦妮、金靖推荐，“想失忆再读一遍的故事”“只要翻开第一页哪怕房子烧起来了也要坐在水龙头下看完”“即使发洪水都得抱着浮木看完最后一页才能被冲走的书”  
泰戈尔诗集：新月集・飞鸟集（泰戈尔诗选+《泰戈尔传》。语文教材“名著导读”经典・九年级上）,http://img3m4.ddimg.cn/4/26/25251934-1_l_16.jpg,153438.0,100%,(印) 泰戈尔 著，郑振铎  译,2018-04-09,浙江工商大学出版社,¥9.50,¥21.00,4.5折,¥1.99,http://product.dangdang.com/25251934.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787517825692""]","[[""图书"", ""中小学用书"", ""初中阅读"", ""语文阅读""]]",收录诺贝尔文学奖得主泰戈尔《新月集》《飞鸟集》和诗歌拾遗，以及郑振铎先生所著《泰戈尔传》。  
