书名,图片,评论数,推荐量,作者,出版日期,出版社,售价,原价,折扣,电子书价格,详情页
朱自清散文精选（《语文》推荐阅读丛书）人民文学出版社,http://img3m3.ddimg.cn/38/13/25267313-1_l_7.jpg,38917,100%,朱自清,2018-04-01,人民文学出版社,¥9.00,¥18.00,5.0折,¥9.00,http://product.dangdang.com/25267313.html
有钱人和你想的不一样（2020版，教会你有钱人和穷人不一样的17种思考方式和行为）,http://img3m0.ddimg.cn/70/14/29118940-1_l_9.jpg,146906,99.9%,"哈维・艾克 著,博集天卷 出品",2017-06-01,湖南文艺出版社,¥20.30,¥45.00,4.5折,,http://product.dangdang.com/29118940.html
绝叫（罗翔、，某瓣年度推理TOP.I现象级真神作，8.9分几十万读者动情好评，女性生存困境样本文学，《一个贫穷的年轻人》同系列好书）,http://img3m7.ddimg.cn/77/26/28992227-1_l_28.jpg,88872,99.9%,叶真中显 著 林佩瑾 译 联合读创 出品,2020-07-01,北京联合出版有限公司,¥29.00,¥58.00,5.0折,¥9.99,http://product.dangdang.com/28992227.html
泰戈尔诗集：新月集・飞鸟集（泰戈尔诗选+《泰戈尔传》。语文教材“名著导读”经典・九年级上）,http://img3m4.ddimg.cn/4/26/25251934-1_l_16.jpg,153438,100%,(印) 泰戈尔 著，郑振铎  译,2018-04-09,浙江工商大学出版社,¥9.50,¥21.00,4.5折,¥1.99,http://product.dangdang.com/25251934.html
他改变了中国：江泽民传,http://img3m1.ddimg.cn/56/10/25074281-1_l_4.jpg,30023,99.9%,[美]罗伯特・劳伦斯・库恩 著，谈峥 于海江 等译，陆谷孙 校,2005-01-01,上海译文出版社,¥48.30,¥59.00,8.2折,,http://product.dangdang.com/25074281.html
课文作家作品系列 夏夜多美 一年级下册 彭万洲著（语文教材配套、教材编者选编、名家经典阅读、课文作家面对面）人民教育出版社 团购电话:4001066666转6,http://img3m4.ddimg.cn/20/22/29194724-1_l_5.jpg,25091,100%,彭万洲 著，王林 主编,2020-04-01,人民教育出版社,¥17.90,¥21.00,8.5折,,http://product.dangdang.com/29194724.html
丛林故事(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 4200多名读者热评！,http://img3m5.ddimg.cn/45/12/25217325-1_l_35.jpg,10140,100%,（英）鲁德亚德 吉卜林,2017-12-01,南方出版社,¥10.80,¥24.80,4.4折,,http://product.dangdang.com/25217325.html
儒林外史 九年级下 名著阅读课程化丛书 导读版 人民教育出版社,http://img3m8.ddimg.cn/38/20/26485508-1_l_7.jpg,74563,100%,（清）吴敬梓 著,2018-12-01,人民教育出版社,¥37.40,¥49.80,7.5折,,http://product.dangdang.com/26485508.html
汤姆索亚历险记（全新未删节插图珍藏版！译自美国原版《汤姆索亚历险记》！专为青少年打造！新增精彩导读！作家榜出品！）,http://img3m8.ddimg.cn/82/32/26476048-1_l_109.jpg,21033,100%,[美] 马克・吐温 著，黄天怡 译，作家榜经典名著 出品，大星文化,2019-01-01,中信出版社,¥24.00,¥48.00,5.0折,,http://product.dangdang.com/26476048.html
中华人民共和国宪法・实用版（2018版）,http://img3m0.ddimg.cn/77/14/25578410-1_l_2.jpg,52558,99.8%,中国法制出版社,2018-11-01,中国法制出版社,¥9.00,¥20.00,4.5折,,http://product.dangdang.com/25578410.html
恶意（东野圭吾四大杰作之一。最大的恶意不是杀了你，而是毁了你。颠覆推理，直面人性深渊！2022新译本）,http://img3m0.ddimg.cn/45/16/29354040-1_l_12.jpg,847324,100%,东野圭吾  著 ，新经典  出品,2022-01-01,南海出版公司,¥40.70,¥59.00,6.9折,¥35.40,http://product.dangdang.com/29354040.html
从零开始学写作：18套写作变现法则,http://img3m8.ddimg.cn/17/14/29134628-1_l_8.jpg,21768,100%,杨晓菁 著 ; 斯坦威 出品,2020-10-06,中国友谊出版公司,¥20.30,¥45.00,4.5折,¥12.99,http://product.dangdang.com/29134628.html
哲学简史（哲学大师罗素写给大众的哲学入门读物，值得各阶层读者读上千遍!）,http://img3m2.ddimg.cn/69/16/29171112-1_l_5.jpg,23070,100%,伯特兰・罗素著,2020-12-01,北京理工大学出版社,¥27.00,¥49.80,5.4折,¥14.99,http://product.dangdang.com/29171112.html
国际大奖小说--桥下一家人,http://img3m9.ddimg.cn/25/24/29329369-1_l_1.jpg,4628,100%,[美]纳塔莉・萨维奇・卡尔森,2021-08-01,新蕾出版社,¥10.00,¥20.00,5.0折,,http://product.dangdang.com/29329369.html
地下室手记（罗翔老师推荐版本，荣登豆瓣2020年度读书经典类榜单，9.5分高口碑译文，千人五星好评！）,http://img3m2.ddimg.cn/65/4/28546022-1_l_17.jpg,53965,100%,陀思妥耶夫斯基，译者：曾思艺，果麦文化 出品,2020-05-01,浙江文艺出版社,¥19.90,¥39.80,5.0折,¥9.99,http://product.dangdang.com/28546022.html
脑雾修复（21天清除脑雾，唤回你的注意力、记忆力与喜悦 有健忘、失神等症状的人，特别适用）,http://img3m2.ddimg.cn/20/3/29434502-1_l_11.jpg,3447,100%,[美]麦克・道著，刘又菘译，紫图图书出品,2022-08-01,科学技术文献出版社,¥27.50,¥55.00,5.0折,¥9.99,http://product.dangdang.com/29434502.html
大头儿子和小头爸爸 二年级下册 语文教科书配套书目 人教版快乐读书吧,http://img3m6.ddimg.cn/37/10/28512136-1_l_8.jpg,118120,100%,曹文轩 陈先云 主编,2018-12-01,人民教育出版社,¥13.60,¥16.00,8.5折,,http://product.dangdang.com/28512136.html
一日三秋（刘震云睽违四年新作，用幽默化解成年人的崩溃瞬间，人生中总有一日胜过三秋）,http://img3m2.ddimg.cn/70/19/29263282-1_l_52.jpg,64990,100%,刘震云，长江新世纪 出品,2021-07-01,花城出版社,¥26.80,¥58.00,4.6折,,http://product.dangdang.com/29263282.html
撒哈拉的故事（豆瓣超42万读者9.2分推荐，传奇作家三毛代表作，2022版）,http://img3m4.ddimg.cn/55/36/29386324-1_l_2.jpg,456489,100%,三毛  著 ， 新经典  出品,2022-04-01,南海出版公司,¥33.80,¥49.00,6.9折,¥17.49,http://product.dangdang.com/29386324.html
画给孩子的中国传统节日（（彩绘插图本）,http://img3m9.ddimg.cn/90/13/27874629-1_l_14.jpg,127736,100%,谢桂梅 编著  知书达礼  出品,2019-05-01,吉林美术出版社,¥37.10,¥58.00,6.4折,¥9.40,http://product.dangdang.com/27874629.html
水浒传 ( 青少版，依据原著改写成现代白话文，适合小学高年级和初中生阅读),http://img3m5.ddimg.cn/30/21/23828835-1_l_17.jpg,139649,99.8%,（明）施耐庵　著,2016-01-01,安徽教育出版社,¥11.70,¥26.00,4.5折,,http://product.dangdang.com/23828835.html
吹牛大王历险记（彩图注音版） 汇聚金波 沈石溪 常新港 冰波 汤素兰等50多位名家名作,http://img3m1.ddimg.cn/9/2/25298271-1_l_12.jpg,72449,100%,(德) 拉斯伯,2017-06-01,北京教育出版社,¥7.40,¥19.80,3.7折,,http://product.dangdang.com/25298271.html
即兴演讲：掌控人生关键时刻（白金纪念版）,http://img3m5.ddimg.cn/80/12/29382785-1_l_6.jpg,128694,99.9%,[加]朱迪思・汉弗莱（Judith Humphrey）,2022-03-01,人民邮电出版社,¥29.90,¥59.80,5.0折,,http://product.dangdang.com/29382785.html
愿望的实现（手绘精美插图，亚洲诺贝尔文学奖得主泰戈尔代表作之一）,http://img3m1.ddimg.cn/17/21/28470041-1_l_22.jpg,44293,100%,（印度）泰戈尔 著；郑振铎 张炽恒 译；小当当童书馆 出品,2019-10-01,浙江工商大学出版社,¥7.52,¥19.80,3.8折,,http://product.dangdang.com/28470041.html
愿望的实现 二年级下册 语文教科书配套书目 人教版快乐读书吧,http://img3m4.ddimg.cn/33/24/28488174-1_l_6.jpg,131095,100%,曹文轩 陈先云 主编,2018-12-01,人民教育出版社,¥12.00,¥16.00,7.5折,,http://product.dangdang.com/28488174.html
刻意练习：如何从新手到大师,http://img3m8.ddimg.cn/1/21/29233018-1_l_19.jpg,396583,100%,[美] 安德斯・艾利克森（Anders Ericsson）罗伯特・普尔（Robert Pool）,2021-03-01,机械工业出版社,¥35.40,¥59.00,6.0折,¥38.35,http://product.dangdang.com/29233018.html
怪老头儿 精美插图版 曹文轩推荐儿童文学经典 中小学生课外阅读经典 9万多名读者热评！,http://img3m9.ddimg.cn/6/10/25257579-1_l_23.jpg,133775,100%,孙幼军 著,2015-04-01,北京教育出版社,¥8.60,¥22.80,3.8折,,http://product.dangdang.com/25257579.html
调皮的日子新版（套装3册）,http://img3m9.ddimg.cn/6/0/28514679-1_l_4.jpg,52989,99.9%,秦文君,2020-01-01,春风文艺出版社,¥40.50,¥81.00,5.0折,,http://product.dangdang.com/28514679.html
逃家小兔,http://img3m4.ddimg.cn/83/14/28543664-1_l_20.jpg,28017,100%,玛格丽特・怀兹・布朗,2019-01-01,团结出版社,¥11.60,¥29.80,3.9折,,http://product.dangdang.com/28543664.html
鲁滨逊漂流记 金波、张抗抗推荐 快乐读书吧 爱阅读课程化丛书 青少版（无障碍阅读 彩插本）（六年级下），“欧洲小说之父”笛福,http://img3m9.ddimg.cn/39/29/25345029-1_l_14.jpg,11407,100%,丹尼尔・笛福,2017-08-01,天地出版社,¥12.20,¥24.80,4.9折,,http://product.dangdang.com/25345029.html
大卫科波菲尔（狄更斯传奇自传性小说，翻译家宋兆霖全译本）,http://img3m5.ddimg.cn/0/9/23753565-1_l_11.jpg,136223,99.8%,"[英] 查尔斯・狄更斯 著, 宋兆霖 译",2015-08-01,作家出版社,¥22.40,¥49.80,4.5折,¥4.99,http://product.dangdang.com/23753565.html
病隙碎笔 2021纪念版（史铁生充满灵性光辉的生命笔记，启迪无数读者的长篇哲思散文经典）,http://img3m3.ddimg.cn/26/23/29325113-1_l_5.jpg,11633,100%,"史铁生 著,博集天卷 出品",2021-11-01,湖南文艺出版社,¥24.00,¥48.00,5.0折,,http://product.dangdang.com/29325113.html
中华成语故事（注音美绘本）全国著名语文教师 窦桂梅推荐 爱上阅读系列,http://img3m5.ddimg.cn/32/36/25257605-1_l_12.jpg,95359,100%,金波主编,2016-05-01,北京教育出版社,¥10.10,¥25.80,3.9折,,http://product.dangdang.com/25257605.html
西顿野生动物故事集(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 10000多名读者热评！,http://img3m8.ddimg.cn/98/0/25216388-1_l_33.jpg,25054,100%,（加）E T 西顿,2017-12-01,南方出版社,¥7.00,¥22.80,3.1折,,http://product.dangdang.com/25216388.html
绿野仙踪（《哈利・波特》译者、国际儿童读物联盟荣誉翻译家马爱农亲译。迪士尼顶级插画师萨达还原奥兹国的奇幻绚丽 ）【果麦经典】,http://img3m0.ddimg.cn/60/18/25291590-1_l_14.jpg,117925,100%,[美]莱曼・弗兰克・鲍姆，译者 马爱农，果麦文化 出品,2018-05-01,江西人民出版社,¥34.00,¥68.00,5.0折,,http://product.dangdang.com/25291590.html
人间失格（日本小说家太宰治代表作，一个对村上春树影响至深的绝望凄美故事）,http://img3m5.ddimg.cn/56/4/23761145-1_l_13.jpg,2212557,99.8%,（日）太宰治　著，杨伟　译,2015-08-01,作家出版社,¥10.00,¥25.00,4.0折,¥4.99,http://product.dangdang.com/23761145.html
歪歪兔逆商教育系列图画书合集全20册（儿童情绪与行为引导培养，逆商培养挫折教育，歪歪兔童书馆出品）,http://img3m1.ddimg.cn/88/34/29277061-1_l_31.jpg,388219,99.7%,歪歪兔关键期早教项目组,2021-08-01,海豚出版社,¥72.00,¥160.00,4.5折,,http://product.dangdang.com/29277061.html
钢铁是怎样炼成的+傅雷家书 全2册 （统编部编语文教材八年级下册指定推荐名著）,http://img3m0.ddimg.cn/30/33/28510050-1_l_10.jpg,7942,100%,奥斯特洛夫斯基  傅雷,2020-01-01,中国纺织出版社,¥24.60,¥54.80,4.5折,,http://product.dangdang.com/28510050.html
正是橙黄橘绿时（“中国好书奖”获得者肖复兴暖心新作，温暖你的三餐和四季！随书附赠作者手绘藏书票一张）,http://img3m2.ddimg.cn/32/20/29366402-1_l_32.jpg,22975,100%,肖复兴著 华景时代  出品,2022-03-01,北京联合出版有限公司,¥24.00,¥48.00,5.0折,,http://product.dangdang.com/29366402.html
十万个为什么 四年级（下）指定阅读快乐读书吧,http://img3m9.ddimg.cn/8/24/28477259-1_l_33.jpg,24216,100%,(苏) 米・伊林 万亭文化 出品,2019-10-01,吉林出版集团股份有限公司,¥13.40,¥26.80,5.0折,,http://product.dangdang.com/28477259.html
西游记 水浒传 三国演义 红楼梦 四大名著知识点一本全 五年级课外推荐阅读套装共5册（中小学生课外阅读指导丛书）,http://img3m6.ddimg.cn/66/30/25315356-1_l_31.jpg,11756,99.9%,吴承恩，施耐庵，曹雪芹，罗贯中,2018-08-01,时代文艺出版社,¥32.90,¥74.00,4.4折,,http://product.dangdang.com/25315356.html
断舍离（2019新版，全新修订50%以上内容）宫崎骏、张德芬、李冰冰的减法哲学,http://img3m9.ddimg.cn/56/27/26482259-1_l_15.jpg,373025,100%,"山下英子 著,博集天卷 出品",2019-01-11,湖南文艺出版社,¥22.50,¥45.00,5.0折,¥11.99,http://product.dangdang.com/26482259.html
好好说话：非暴力沟通幼儿版 [3-6岁],http://img3m3.ddimg.cn/25/20/29159683-1_l_12.jpg,28287,100%,[西]克里斯蒂娜・特巴尔 著 [西]马尔・费雷罗 绘 何倩 译 人天兀鲁思 出品,2020-11-01,太白文艺出版社,¥24.00,¥48.00,5.0折,,http://product.dangdang.com/29159683.html
罗尔德.达尔作品典藏（彩图拼音版）－ 查理和巧克力工厂（3本套装）,http://img3m7.ddimg.cn/88/32/28470607-1_l_17.jpg,61442,100%,[英] 罗尔德 达尔 著，[英] 昆廷 布莱克 绘，任溶溶 译,2019-09-01,明天出版社,¥37.50,¥75.00,5.0折,,http://product.dangdang.com/28470607.html
球状闪电（典藏版）,http://img3m3.ddimg.cn/42/14/24566793-1_l_8.jpg,91042,100%,刘慈欣 著，科幻世界出品,2014-07-01,四川科技出版社,¥12.50,¥25.00,5.0折,¥9.99,http://product.dangdang.com/24566793.html
四千周（吴主任个人年度十佳畅销书，关于这一生什么是最重要的，以及如何重启自己，附赠4000周人生涂色卡）,http://img3m2.ddimg.cn/69/34/29462172-1_l_34.jpg,15325,100%,[英]奥利弗・伯克曼 著，戴胜蓝 译，未读 出品,2022-09-15,贵州人民出版社,¥29.00,¥58.00,5.0折,,http://product.dangdang.com/29462172.html
在绝望之巅,http://img3m3.ddimg.cn/89/25/29409623-1_l_11.jpg,16621,100%,[法]E.M.齐奥朗,2022-05-01,北京联合出版有限公司,¥35.80,¥49.80,7.2折,¥38.90,http://product.dangdang.com/29409623.html
大林和小林 精美插图版 曹文轩推荐儿童文学经典 中小学生课外阅读经典 5万多名读者热评！,http://img3m2.ddimg.cn/98/3/25257572-1_l_25.jpg,84090,100%,张天翼 著,2015-04-01,北京教育出版社,¥8.60,¥22.80,3.8折,,http://product.dangdang.com/25257572.html
爷爷的爷爷从哪里来 儿童文学读物快乐读书吧四年级下册阅读小学生三四五六年级课外书籍青少年儿童名著故事书,http://img3m8.ddimg.cn/50/21/28551848-1_l_22.jpg,24900,100%,贾兰坡,2018-10-01,天地出版社,¥8.10,¥19.80,4.1折,,http://product.dangdang.com/28551848.html
小布头奇遇记 百年百部经典书系，国际安徒生文学奖提名奖作家孙幼军经典之作，延续“小布头”五十年经典传奇！,http://img3m0.ddimg.cn/61/30/23954200-1_l_6.jpg,38225,100%,孙幼军,2016-04-01,长江少年儿童出版社,¥9.20,¥20.00,4.6折,,http://product.dangdang.com/23954200.html
房思琪的初恋乐园 （豆瓣9.2高分！数百万读者强烈共鸣的文学绝唱）,http://img3m8.ddimg.cn/14/27/25208978-1_l_3.jpg,537590,100%,林奕含 著，磨铁图书 出品,2018-02-01,北京联合出版有限公司,¥24.10,¥45.00,5.4折,¥7.99,http://product.dangdang.com/25208978.html
七只鼹鼠包饺子（2022年百班千人寒假书单）,http://img3m1.ddimg.cn/65/17/29341091-1_l_4.jpg,4992,100%,朱惠芳 文，黄缨 图,2021-11-01,江苏凤凰少年儿童出版社,¥21.40,¥42.80,5.0折,,http://product.dangdang.com/29341091.html
金银岛（《语文》阅读丛书）人民文学出版社,http://img3m7.ddimg.cn/38/20/25287707-1_l_5.jpg,25213,100%,（英）罗伯特・斯蒂文森,2018-06-01,人民文学出版社,¥14.50,¥29.00,5.0折,¥15.00,http://product.dangdang.com/25287707.html
中国古代寓言故事 快乐读书吧三年级下册推荐书目,http://img3m8.ddimg.cn/73/3/25858378-1_l_12.jpg,23167,100%,孙敬艳 编著 万亭文化 出品,2016-11-01,北京师范大学出版社,¥10.90,¥21.80,5.0折,,http://product.dangdang.com/25858378.html
晚熟的人（莫言新书）,http://img3m6.ddimg.cn/14/34/28994936-1_l_8.jpg,366384,100%,莫言,2020-07-01,人民文学出版社,¥35.60,¥59.00,6.0折,¥36.00,http://product.dangdang.com/28994936.html
简爱 九年级下册推荐阅读(中小学生课外阅读指导丛书)彩插无障碍阅读 智慧熊图书,http://img3m9.ddimg.cn/95/16/29130449-1_l_17.jpg,99897,99.9%,（英）夏洛蒂 勃朗特,2020-09-01,商务印书馆,¥10.00,¥22.80,4.4折,,http://product.dangdang.com/29130449.html
一年级的小豌豆+一年级的小蜜瓜（全彩注音版套装共2册）首套专为一年级学生量身创作的幼年小说。全彩注音版，图文并茂，无障碍阅读。,http://img3m6.ddimg.cn/97/20/26446066-1_l_17.jpg,157732,100%,商晓娜,2019-01-01,青岛出版社,¥38.00,¥76.00,5.0折,,http://product.dangdang.com/26446066.html
大熊先生盖房子（澳大利亚青少年图书奖获奖作家、加拿大总督奖获奖绘者联袂打造）,http://img3m8.ddimg.cn/75/14/25183398-1_l_13.jpg,111115,100%,(澳) 珍・戈德温、(澳) 迈克尔・瓦格纳 文，(加) 安德鲁・乔伊纳 图，方素珍 译，小当当童书馆 出品,2017-11-01,中译出版社,¥22.10,¥45.00,4.9折,,http://product.dangdang.com/25183398.html
神探迈克狐・科学侦探礼盒（全12册）附赠海报，明信片，侦探手账；千面怪盗篇+侦探大赛篇合辑，中国优质原创少儿互动科学侦探故事,http://img3m8.ddimg.cn/51/27/29461758-1_l_18.jpg,27222,100%,多多罗/著 心传奇工作室/绘；小博集出品,2022-09-01,湖南文艺出版社,¥179.00,¥358.00,5.0折,,http://product.dangdang.com/29461758.html
